AVf1	AVf2	AVf3	AVm1	AVm2	AVm3	HtVf1	HtVf2	HtVf3	HtVm1	HtVm2	HtVm3
g154	0.737430269593847	0.335298353862673	0.101106573716352	7.31978137331753	7.16242971667425	7.30443479967453	0.24167407532894	0.325766678745959	0.734105907993704	0.976772796130592	0.758476030412754	0.998896725958015
g155	4.61801739850768	4.98174186173048	4.32039112914458	1594.94954467846	1463.6318599245	1641.09727433424	2.80431182011663	2.32005928215478	2.16338786522387	30.1285075646887	1.86267156458688	4.66088743785081
g156	0.177402829234389	0	0	0.188189085239782	0.354747282885954	0	0.203487479010731	0.182861815342248	0	0.219315796649235	0.2128767502385	0.224283305280039
g157	0.278775874511182	0.184851275017829	0.267554130446673	1.4046971005398	1.32396753791365	1.72584131260532	0.55959056727951	0.610627847660723	0.809430833927298	2.97251231529946	3.59609653081467	6.69645868621831
g158	11.8892747962825	15.1632816262773	15.9021292901592	8.72117010763989	10.3697886302866	14.4771807885378	15.958693955749	9.90840132761887	11.8986332587313	15.3236759399549	18.668108347304	18.2292486458165
g159	0.308120703407096	0.326894886347318	0.739294307813176	2.12455572547017	1.54035004411006	2.62812326200248	8.30550210383272	3.65242415380965	2.68390223881157	3.99962755468211	5.54599954568725	4.1876053972681
g160	0	0	0	0	0	0	0	0.198314926497931	0	0	0	0
g161	0.293413271263559	0.207527541213333	0.28160231868015	0.207502046254843	0.880094989403221	0.538209860414705	2.18761181194233	1.41139644586356	0.908726167731267	3.5064356127762	3.16876441822799	2.78213002194034
g162	0	0	0.115338584092847	0	0	0	0	0	0	0	0	0
g163	0	0	0	0	0	0	0	0	0	0	0	0.0591432003649418
g164	0.0937758662543336	0.198979496037498	0.180002092337121	0.198955051214598	0.796963718474338	1.49651899631558	0.430257278274406	0.193323017592949	0.326735924724886	0.69558740081428	0.337582581041832	0.414949776473482
g165	0	0	0.103229546392811	0.855741706503732	1.72066398628148	1.18377916805124	0.123374298297845	0.110868974656324	0	0.132970994818828	0	0
g166	2.58981751079347	1.93949531081903	3.43593213244622	2.58567605593395	2.28475712862422	1.84431914249173	2.79587257406565	1.72733038209908	2.47703889401097	1.88334382996184	1.09682964992774	2.31120194139877
g167	0	0	0	0	0	0	0	0	0	0	0	0
g168	0.99951350129619	1.32551889890833	0.959279443308805	1.32535605763383	1.99869810601599	2.20009689281718	2.57957602965432	1.8029728988318	3.19231624014742	2.16240026330374	4.19782567238604	3.79093489168456
g169	0.409800535531438	1.08692549710483	0.835772214982796	0.923773172170779	0.614599667599916	0.732907277419724	0.998869162593925	1.16162968196163	1.07087699328582	0.5699469265422	1.29083139425871	1.55428330559067
g170	1.27360312688015	1.19224003338739	2.33681875358132	5.40415749715995	6.66658993496557	5.19456149373564	3.52327223713095	3.39781991067388	2.78432368760074	3.47316835187203	3.68584223310573	3.07825761314423
g171	22.4648614549942	23.5492624056555	26.4490034735583	7.93410271780551	7.66574378253711	7.5825624595338	6.33437974893456	7.84766672506293	9.06018912766891	3.84438688640182	3.40983434780195	2.77913717964315
